		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000000001   22   32   16   34   17   26   31   24 13.866677 0.085307 SUCCESS   0
000000011   22   24   11   28   21   23   20   24  9.804107 0.279045 SUCCESS   1
000000101   16   17   21   33   21   26   28   17 12.397744 0.134320 SUCCESS   2
000000111   22   19   16   21   22   27   23   26  5.677987 0.683251 SUCCESS   3
000001001   37   31   21   20   26   31   23   25 11.936344 0.154067 SUCCESS   4
000001011   17   27   22   28   22   25   29   21  5.044472 0.752812 SUCCESS   5
000001101   30   28   22   33   28   26   21   20  7.224372 0.512630 SUCCESS   6
000001111   26   21   22   22   18   30   27   29  5.333095 0.721453 SUCCESS   7
000010001   22   26   30   29   18   21   29   21  6.189035 0.626066 SUCCESS   8
000010011   30   22   24   19   26   29   22   22  4.307689 0.828351 SUCCESS   9
000010101   18   20   29   19   22   21   14   24 10.006673 0.264558 SUCCESS  10
000010111   19   24   26   31   31   30   26   22  6.724577 0.566619 SUCCESS  11
000011001   34   31   21   21   25   19   33   25 11.130715 0.194402 SUCCESS  12
000011011   19   29   23   27   26   18   21   27  5.120600 0.744612 SUCCESS  13
000011101   23   20   21   18   29   27   24   20  5.136487 0.742894 SUCCESS  14
000011111   26   26   24   25   15   25   31   23  5.926229 0.655495 SUCCESS  15
000100011   24   25   32   29   23   26   19   17  7.112497 0.524545 SUCCESS  16
000100101   23   23   22   22   23   19   20   32  5.238432 0.731815 SUCCESS  17
000100111   25   24   23   25   20   34   17   20  7.984325 0.435003 SUCCESS  18
000101001   13   22   25   32   14   23   35   21 18.126517 0.020298 SUCCESS  19
000101011   20   30   31   33   22   20   13   18 15.432259 0.051266 SUCCESS  20
000101101   22   22   21   20   26   21   25   27  2.696430 0.951942 SUCCESS  21
000101111   32   28   23   23   22   24   28   12 10.476016 0.233191 SUCCESS  22
000110011   24   28   24   19   16   25   28   24  5.357589 0.718762 SUCCESS  23
000110101   24   25   27   30   31   32   32   21  8.870053 0.353377 SUCCESS  24
000110111   22   23   20   31   20   15   15   16 14.285048 0.074632 SUCCESS  25
000111001   25   20   19   25   28   25   13   25  8.169679 0.417073 SUCCESS  26
000111011   24   28   18   16   31   26   21   21  8.212708 0.412973 SUCCESS  27
000111101   28   18   37   17   15   28   23   22 15.949265 0.043112 SUCCESS  28
000111111   30   25   20   28   21   31   23   26  5.241080 0.731526 SUCCESS  29
001000011   18   20   19   22   29   23   23   33  8.229919 0.411339 SUCCESS  30
001000101   30   34   25   31   22   30   26   25  8.793926 0.359977 SUCCESS  31
001000111   27   20   25   33   21   26   19   26  6.197641 0.625104 SUCCESS  32
001001011   25   19   26   29   30   22   18   35 10.325085 0.242946 SUCCESS  33
001001101   22   26   28   21   28   14   26   29  7.527558 0.480923 SUCCESS  34
001001111   22   31   28   24   22   27   28   22  3.970079 0.859813 SUCCESS  35
001010011   19   26   25   23   19   26   39   29 12.714832 0.122045 SUCCESS  36
001010101   26   17   21   24   29   21   17   30  7.958507 0.437534 SUCCESS  37
001010111   25   20   19   21   20   26   18   17  7.540798 0.479560 SUCCESS  38
001011011   21   24   25   17   28   22   24   22  3.874092 0.868301 SUCCESS  39
001011101   24   25   27   30   26   19   25   23  3.079716 0.929256 SUCCESS  40
001011111   25   31   16   23   26   23   19   20  7.178695 0.517481 SUCCESS  41
001100101   24   20   25   18   21   27   29   28  4.798878 0.778840 SUCCESS  42
001100111   29   25   28   20   13   21   28   24  8.831659 0.356696 SUCCESS  43
001101011   24   24   29   24   35   25   34   25  9.615443 0.293060 SUCCESS  44
001101101   23   25   26   16   30   32   30   28  8.851518 0.354976 SUCCESS  45
001101111   16   31   14   22   23   21   21   17 13.039864 0.110485 SUCCESS  46
001110101   30   28   24   28   26   24   27   26  2.945996 0.937701 SUCCESS  47
001110111   21   21   16   18   29   23   24   26  6.796733 0.558714 SUCCESS  48
001111011   31   21   30   13   22   22   24   21 10.152970 0.254453 SUCCESS  49
001111101   24   26   24   33   24   23   28   23  3.978685 0.859041 SUCCESS  50
001111111   20   26   20   26   21   22   28   30  4.468550 0.812571 SUCCESS  51
010000011   34   27   22   23   23   27   26   26  5.106036 0.746185 SUCCESS  52
010000111   21   21   20   17   21   27   23   19  6.210881 0.623623 SUCCESS  53
010001011   38   28   26   22   22   26   30   23 10.504482 0.231386 SUCCESS  54
010001111   30   19   28   32   21   25   21   22  6.799381 0.558425 SUCCESS  55
010010011   22   24   29   22   30   26   22   23  3.155844 0.924200 SUCCESS  56
010010111   27   29   19   23   21   18   19   32  8.407992 0.394664 SUCCESS  57
010011011   18   25   31   19   23   19   27   36 12.137586 0.145170 SUCCESS  58
010011111   14   28   27   25   21   29   26   22  7.171413 0.518257 SUCCESS  59
010100011   31   31   28   35   25   31   25   26 10.989713 0.202283 SUCCESS  60
010100111   23   25   26   22   27   24   38   32 11.030094 0.200000 SUCCESS  61
010101011   23   19   26   24   31   20   17   23  6.500828 0.591316 SUCCESS  62
010101111   25   24   23   25   24   29   18   23  2.841403 0.943912 SUCCESS  63
010110011   18   22   31   24   28   25   20   27  5.502562 0.702756 SUCCESS  64
010110111   25   24   30   22   31   19   35   32 11.886033 0.156362 SUCCESS  65
010111011   24   20   23   25   28   17   24   21  4.289153 0.830138 SUCCESS  66
010111111   24   28   17   27   25   31   18   21  7.247541 0.510176 SUCCESS  67
011000111   24   39   29   16   33   25   24   18 17.816048 0.022649 SUCCESS  68
011001111   15   26   35   17   24   31   29   24 13.688604 0.090252 SUCCESS  69
011010111   18   18   22   37   26   19   29   27 12.967708 0.112966 SUCCESS  70
011011111   23   27   17   27   28   20   19   19  6.813944 0.556833 SUCCESS  71
011101111   20   24   27   27   29   18   26   26  4.248773 0.834010 SUCCESS  72
011111111   29   23   21   22   23   18   23   31  5.459534 0.707519 SUCCESS  73
100000000   22   32   16   34   17   26   31   24 13.866677 0.085307 SUCCESS  74
100010000   19   23   17   20   23   31   26   32  8.942209 0.347195 SUCCESS  75
100100000   38   27   22   20   13   21   29   23 16.161761 0.040122 SUCCESS  76
100101000   36   28   23   28   13   26   33   24 15.638797 0.047852 SUCCESS  77
100110000   25   19   29   23   31   26   26   19  5.528379 0.699894 SUCCESS  78
100111000   30   29   26   18   17   18   25   30  9.467821 0.304379 SUCCESS  79
101000000   34   19   22   27   23   24   23   25  5.858707 0.663055 SUCCESS  80
101000100   32   28   20   38   21   33   25   22 15.538176 0.049488 SUCCESS  81
101001000   25   22   21   24   13   21   21   30  8.567529 0.380080 SUCCESS  82
101001100   27   25   21   22   25   26   29   23  2.139043 0.976450 SUCCESS  83
101010000   25   24   29   25   26   26   21   26  1.749799 0.987745 SUCCESS  84
101010100   30   22   22   26   26   26   21   32  5.080219 0.748969 SUCCESS  85
101011000   20   30   27   16   27   20   29   10 16.210747 0.039461 SUCCESS  86
101011100   19   21   23   29   24   23   22   28  3.586793 0.892350 SUCCESS  87
101100000   19   22   26   26   19   19   27   15  8.194172 0.414736 SUCCESS  88
101100100   24   26   27   21   23   28   21   22  2.256875 0.972107 SUCCESS  89
101101000   19   25   32   27   24   34   20   26  8.825701 0.357212 SUCCESS  90
101101100   27   34   26   23   23   26   24   21  5.071613 0.749895 SUCCESS  91
101110000   12   22   20   32   30   25   23   30 12.781030 0.119609 SUCCESS  92
101110100   25   22   24   23   18   23   23   22  2.492540 0.962078 SUCCESS  93
101111000   20   21   31   25   27   20   25   25  4.307689 0.828351 SUCCESS  94
101111100   25   23   20   19   35   21   17   25  9.737909 0.283905 SUCCESS  95
110000000   14   30   16   27   24   22   27   25  9.737909 0.283905 SUCCESS  96
110000010   19   23   32   25   24   25   27   20  4.909428 0.767211 SUCCESS  97
110000100   28   19   18   23   25   21   25   25  4.136898 0.844566 SUCCESS  98
110001000   16   26   22   18   23   29   25   24  6.077161 0.638589 SUCCESS  99
110001010   22   23   28   31   26   20   21   25  4.155433 0.842834 SUCCESS 100
110010000   33   20   24   27   23   22   32   17  9.341383 0.314321 SUCCESS 101
110010010   23   23   22   26   35   27   19   31  8.647628 0.372888 SUCCESS 102
110010100   35   30   26   27   18   26   36   32 16.480173 0.036001 SUCCESS 103
110011000   25   23   23   21   31   27   22   17  5.366194 0.717815 SUCCESS 104
110011010   21   25   21   20   25   24   26   29  2.841403 0.943912 SUCCESS 105
110100000   33   19   17   24   23   24   21   20  8.093551 0.424386 SUCCESS 106
110100010   30   32   27   34   23   26   42   15 25.029642 0.001537 FAILURE 107
110100100   25   26   28   30   21   24   24   31  4.352041 0.824047 SUCCESS 108
110101000   21   25   34   30   26   35   14   21 15.680502 0.047188 SUCCESS 109
110101010   27   24   27   26   28   25   21   25  1.758405 0.987544 SUCCESS 110
110101100   20   34   29   17   24   22   30   20 10.340973 0.241905 SUCCESS 111
110110000   24   19   28   22   24   20   20   18  5.415181 0.712418 SUCCESS 112
110110010   23   31   33   21   24   23   20   23  6.545180 0.586401 SUCCESS 113
110110100   19   25   25   14   24   33   14   28 14.118229 0.078735 SUCCESS 114
110111000   27   17   23   31   32   24   26   26  7.207160 0.514456 SUCCESS 115
110111010   27   25   24   17   23   15   23   27  6.822550 0.555894 SUCCESS 116
110111100   22   27   22   25   27   21   31   29  4.309013 0.828223 SUCCESS 117
111000000   17   31   16   23   22   21   27   32 10.704400 0.219017 SUCCESS 118
111000010   27   24   16   26   32   26   27   27  6.520687 0.589114 SUCCESS 119
111000100   15   23   19   16   26   25   30   28 10.051025 0.261463 SUCCESS 120
111000110   30   29   32   22   30   32   18   29 11.327323 0.183833 SUCCESS 121
111001000   23   13   25   31   35   29   33   28 16.791966 0.032350 SUCCESS 122
111001010   37   27   19   26   21   28   27   27  9.970264 0.267119 SUCCESS 123
111001100   22   21   23   19   26   30   21   26  4.086587 0.849228 SUCCESS 124
111010000   29   19   17   23   18   18   15   15 15.487204 0.050336 SUCCESS 125
111010010   24   22   25   23   22   32   28   18  5.324490 0.722398 SUCCESS 126
111010100   24   23   30   31   27   29   22   25  4.708187 0.788261 SUCCESS 127
111010110   21   32   28   23   25   18   31   24  7.172737 0.518116 SUCCESS 128
111011000   22   23   24   24   30   24   29   15  6.315473 0.611940 SUCCESS 129
111011010   24   26   23   27   22   27   21   27  1.791504 0.986750 SUCCESS 130
111011100   22   13   23   22   24   29   15   21 11.210152 0.190074 SUCCESS 131
111100000   19   29   24   22   23   29   25   25  3.392833 0.907346 SUCCESS 132
111100010   23   30   20   21   35   25   22   27  8.028677 0.430674 SUCCESS 133
111100100   31   15   26   23   33   19   28   30 12.028359 0.149943 SUCCESS 134
111100110   25   26   25   20   20   28   28   31  4.724074 0.786619 SUCCESS 135
111101000   30   28   19   28   19   20   23   13 11.304815 0.185019 SUCCESS 136
111101010   19   18   31   27   23   38   19   24 14.264527 0.075126 SUCCESS 137
111101100   15   25   30   29   29   27   21   17  9.976222 0.266699 SUCCESS 138
111101110   24   20   26   22   18   26   24   19  4.263336 0.832617 SUCCESS 139
111110000   20   26   16   25   28   22   26   17  7.152878 0.520232 SUCCESS 140
111110010   37   25   21   22   32   17   23   25 12.341476 0.136606 SUCCESS 141
111110100   32   23   23   25   16   22   26   14 10.550820 0.228471 SUCCESS 142
111110110   18   24   23   34   24   19   26   22  7.323669 0.502148 SUCCESS 143
111111000   19   35   17   28   25   29   26   24  9.892812 0.272630 SUCCESS 144
111111010   18   19   22   20   25   32   24   18  8.237201 0.410649 SUCCESS 145
111111100   29   29   14   19   26   22   31   25  9.823966 0.277599 SUCCESS 146
111111110   29   23   21   22   23   18   23   31  5.459534 0.707519 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   21   24   22   27   19   25   15   24  6.025526 0.644372 SUCCESS   0
000000011   21   19   23   22   21   26   26   22  3.000941 0.934299 SUCCESS   1
000000101   22   21   24   28   24   16   19   26  5.627676 0.688857 SUCCESS   2
000000111   16    9   21   24   27   21   22   31 16.396102 0.037049 SUCCESS   3
000001001   23   21   29   30   27   33   19   33 10.589215 0.226078 SUCCESS   4
000001011   25   19   24   32   24   18   21   22  6.179106 0.627177 SUCCESS   5
000001101   26   22   19   25   23   42   25   37 21.554248 0.005812 FAILURE   6
000001111   20   11   22   23   23   27   29   29 10.915571 0.206529 SUCCESS   7
000010001   15   27   24   16   20   27   32   21 11.067826 0.197886 SUCCESS   8
000010011   24   20   25   29   28   29   29   30  5.411871 0.712783 SUCCESS   9
000010101   25   29   22   18   26   31   14   26  9.535343 0.299164 SUCCESS  10
000010111   15   17   31   26   20   26   21   30 10.763316 0.215474 SUCCESS  11
000011001   27   27   22   24   19   24   20   19  4.119686 0.846167 SUCCESS  12
000011011   33   32   16   25   25   30   25   40 20.258754 0.009400 FAILURE  13
000011101   30   22   31   21   27   20   20   31  7.681138 0.465221 SUCCESS  14
000011111   17   12   23   22   25   20   29   35 15.652037 0.047640 SUCCESS  15
000100011   19   31   22   19   23   25   36   19 11.594762 0.170221 SUCCESS  16
000100101   23   21   37   24   21   23   16   38 18.705087 0.016519 SUCCESS  17
000100111   26   18   26   25   30   25   25   28  3.876740 0.868070 SUCCESS  18
000101001   31   20   30   21   29   18   28   29  8.562895 0.380499 SUCCESS  19
000101011   25   30   28   29   28   33   19   22  7.953873 0.437989 SUCCESS  20
000101101   34   25   19   24   24   26   29   14 10.756034 0.215909 SUCCESS  21
000101111   17   25   30   29   21   36   19   25 12.002542 0.151091 SUCCESS  22
000110011   31   31   14   24   17   20   18   18 14.888112 0.061358 SUCCESS  23
000110101   23   21   22   29   28   21   27   22  3.282282 0.915415 SUCCESS  24
000110111   29   33   23   25   23   31   19   30  8.623135 0.375078 SUCCESS  25
000111001   22   23   19   24   22   18   29   25  4.458620 0.813559 SUCCESS  26
000111011   27   28   38   25   21   19   23   30 11.825793 0.159147 SUCCESS  27
000111101   24   37   27   26   32   28   23   22 10.454171 0.234584 SUCCESS  28
000111111   26   20   17   24   33   17   31   31 12.400392 0.134213 SUCCESS  29
001000011   28   16   24   24   25   20   22   25  4.645298 0.794727 SUCCESS  30
001000101   21   26   33   28   19   22   27   23  6.130119 0.632659 SUCCESS  31
001000111   20   28   15   27   34   20   30   23 11.535846 0.173145 SUCCESS  32
001001011   30   18   30   11   16   28   21   30 17.355311 0.026615 SUCCESS  33
001001101   25   19   27   20   21   35   29   29  9.401623 0.309556 SUCCESS  34
001001111   27   20   31   22   25   23   24   21  3.790683 0.875498 SUCCESS  35
001010011   21   16   23   25   26   19   22   26  5.271531 0.728199 SUCCESS  36
001010101   31   31   30   20   27   24   20   24  6.961566 0.540785 SUCCESS  37
001010111   18   23   22   23   34   37   25   19 14.027538 0.081050 SUCCESS  38
001011011   26   23   20   32   23   27   24   12 10.348254 0.241429 SUCCESS  39
001011101   24   22   31   17   17   24   24   20  7.567939 0.476770 SUCCESS  40
001011111   23   21   24   33   30   33   21   22  8.910434 0.349908 SUCCESS  41
